"","LIBCOM","nb","zone"
"524","Saint-Maurice",1587,"IDF_DEP_94"
"525","Santeny",274,"IDF_DEP_94"
"526","Sucy-en-Brie",1989,"IDF_DEP_94"
"527","Thiais",2407,"IDF_DEP_94"
"528","Valenton",3361,"IDF_DEP_94"
"529","Villecresnes",502,"IDF_DEP_94"
"530","Villejuif",9435,"IDF_DEP_94"
"531","Villeneuve-le-Roi",1755,"IDF_DEP_94"
"532","Villeneuve-Saint-Georges",4783,"IDF_DEP_94"
"533","Villiers-sur-Marne",3439,"IDF_DEP_94"
"534","Vincennes",2632,"IDF_DEP_94"
"535","Vitry-sur-Seine",13573,"IDF_DEP_94"
"536","Ableiges",10,"IDF_DEP_95"
"537","Aincourt",31,"IDF_DEP_95"
"538","Andilly",142,"IDF_DEP_95"
"539","Argenteuil",14168,"IDF_DEP_95"
"540","Arnouville",469,"IDF_DEP_95"
"541","Asnières-sur-Oise",65,"IDF_DEP_95"
"542","Attainville",7,"IDF_DEP_95"
"543","Auvers-sur-Oise",233,"IDF_DEP_95"
"544","Beauchamp",449,"IDF_DEP_95"
"545","Beaumont-sur-Oise",886,"IDF_DEP_95"
"546","Bernes-sur-Oise",222,"IDF_DEP_95"
"547","Bessancourt",699,"IDF_DEP_95"
"548","Bezons",4779,"IDF_DEP_95"
"549","Boissy-l'Aillerie",16,"IDF_DEP_95"
"550","Bonneuil-en-France",34,"IDF_DEP_95"
"551","Bouffémont",629,"IDF_DEP_95"
"552","Bray-et-Lû",4,"IDF_DEP_95"
"553","Bruyères-sur-Oise",401,"IDF_DEP_95"
"554","Butry-sur-Oise",108,"IDF_DEP_95"
"555","Cergy",11208,"IDF_DEP_95"
"556","Champagne-sur-Oise",345,"IDF_DEP_95"
"557","Chars",77,"IDF_DEP_95"
"558","Chaumontel",15,"IDF_DEP_95"
"559","Chaussy",6,"IDF_DEP_95"
"560","Chérence",3,"IDF_DEP_95"
"561","Commeny",6,"IDF_DEP_95"
"562","Cormeilles-en-Parisis",1601,"IDF_DEP_95"
"563","Courdimanche",615,"IDF_DEP_95"
"564","Deuil-la-Barre",1429,"IDF_DEP_95"
"565","Domont",1086,"IDF_DEP_95"
"566","Eaubonne",2069,"IDF_DEP_95"
"567","Écouen",597,"IDF_DEP_95"
"568","Enghien-les-Bains",566,"IDF_DEP_95"
"569","Ennery",14,"IDF_DEP_95"
"570","Éragny",2028,"IDF_DEP_95"
"571","Ermont",4151,"IDF_DEP_95"
"572","Ézanville",673,"IDF_DEP_95"
"573","Fontenay-en-Parisis",13,"IDF_DEP_95"
"574","Fosses",680,"IDF_DEP_95"
"575","Franconville",3070,"IDF_DEP_95"
"576","Frépillon",181,"IDF_DEP_95"
"577","Garges-lès-Gonesse",6323,"IDF_DEP_95"
"578","Gonesse",4287,"IDF_DEP_95"
"579","Goussainville",2882,"IDF_DEP_95"
"580","Groslay",332,"IDF_DEP_95"
"581","Herblay",1895,"IDF_DEP_95"
"582","Jouy-le-Moutier",1725,"IDF_DEP_95"
"583","L'Isle-Adam",1019,"IDF_DEP_95"
"584","La Frette-sur-Seine",76,"IDF_DEP_95"
"585","Labbeville",1,"IDF_DEP_95"
"586","Le Perchay",38,"IDF_DEP_95"
"587","Le Plessis-Bouchard",294,"IDF_DEP_95"
"588","Le Thillay",117,"IDF_DEP_95"
"589","Louvres",992,"IDF_DEP_95"
"590","Luzarches",295,"IDF_DEP_95"
"591","Maffliers",1,"IDF_DEP_95"
"592","Magny-en-Vexin",678,"IDF_DEP_95"
"593","Mareil-en-France",13,"IDF_DEP_95"
"594","Margency",68,"IDF_DEP_95"
"595","Marines",123,"IDF_DEP_95"
"596","Marly-la-Ville",172,"IDF_DEP_95"
"597","Menucourt",486,"IDF_DEP_95"
"598","Mériel",205,"IDF_DEP_95"
"599","Méry-sur-Oise",656,"IDF_DEP_95"
"600","Moisselles",6,"IDF_DEP_95"
"601","Montigny-lès-Cormeilles",2457,"IDF_DEP_95"
"602","Montlignon",52,"IDF_DEP_95"
"603","Montmagny",1302,"IDF_DEP_95"
"604","Montmorency",1604,"IDF_DEP_95"
"605","Montsoult",109,"IDF_DEP_95"
"606","Mours",1,"IDF_DEP_95"
"607","Nesles-la-Vallée",32,"IDF_DEP_95"
"608","Neuville-sur-Oise",180,"IDF_DEP_95"
"609","Osny",1242,"IDF_DEP_95"
"610","Parmain",113,"IDF_DEP_95"
"611","Persan",2036,"IDF_DEP_95"
"612","Pierrelaye",854,"IDF_DEP_95"
"613","Piscop",8,"IDF_DEP_95"
"614","Pontoise",4908,"IDF_DEP_95"
"615","Presles",4,"IDF_DEP_95"
"616","Puiseux-en-France",7,"IDF_DEP_95"
"617","Puiseux-Pontoise",12,"IDF_DEP_95"
"618","Roissy-en-France",245,"IDF_DEP_95"
"619","Saint-Brice-sous-Forêt",1082,"IDF_DEP_95"
"620","Saint-Clair-sur-Epte",57,"IDF_DEP_95"
"621","Saint-Cyr-en-Arthies",4,"IDF_DEP_95"
"622","Saint-Gervais",5,"IDF_DEP_95"
"623","Saint-Gratien",2478,"IDF_DEP_95"
"624","Saint-Leu-la-Forêt",899,"IDF_DEP_95"
"625","Saint-Martin-du-Tertre",209,"IDF_DEP_95"
"626","Saint-Ouen-l'Aumône",3062,"IDF_DEP_95"
"627","Saint-Prix",397,"IDF_DEP_95"
"628","Saint-Witz",2,"IDF_DEP_95"
"629","Sannois",2761,"IDF_DEP_95"
"630","Sarcelles",10641,"IDF_DEP_95"
"631","Soisy-sous-Montmorency",1590,"IDF_DEP_95"
"632","Survilliers",378,"IDF_DEP_95"
"633","Taverny",1971,"IDF_DEP_95"
"634","Valmondois",7,"IDF_DEP_95"
"635","Vauréal",1455,"IDF_DEP_95"
"636","Vémars",243,"IDF_DEP_95"
"637","Vétheuil",8,"IDF_DEP_95"
"638","Viarmes",99,"IDF_DEP_95"
"639","Vigny",26,"IDF_DEP_95"
"640","Villeron",127,"IDF_DEP_95"
"641","Villiers-le-Bel",5140,"IDF_DEP_95"
"642","Anse-Bertrand",121,"reg01"
"643","Baie-Mahault",4130,"reg01"
"644","Baillif",182,"reg01"
"645","Basse-Terre",1806,"reg01"
"646","Bouillante",220,"reg01"
"647","Capesterre-Belle-Eau",942,"reg01"
"648","Capesterre-de-Marie-Galante",70,"reg01"
"649","Deshaies",65,"reg01"
"650","Gourbeyre",838,"reg01"
"651","Goyave",1228,"reg01"
"652","Grand-Bourg",345,"reg01"
"653","La Désirade",20,"reg01"
"654","Lamentin",1798,"reg01"
"655","Le Gosier",908,"reg01"
"656","Le Moule",1279,"reg01"
"657","Les Abymes",9702,"reg01"
"658","Morne-à-l'Eau",1245,"reg01"
"659","Petit-Bourg",1829,"reg01"
"660","Petit-Canal",170,"reg01"
"661","Pointe-à-Pitre",5082,"reg01"
"662","Pointe-Noire",116,"reg01"
"663","Port-Louis",694,"reg01"
"664","Saint-Claude",852,"reg01"
"665","Saint-François",543,"reg01"
"666","Saint-Louis",154,"reg01"
"667","Sainte-Anne",908,"reg01"
"668","Sainte-Rose",1004,"reg01"
"669","Terre-de-Haut",33,"reg01"
"670","Trois-Rivières",396,"reg01"
"671","Vieux-Fort",55,"reg01"
"672","Vieux-Habitants",260,"reg01"
"673","Ducos",303,"reg02"
"674","Fort-de-France",730,"reg02"
"675","Gros-Morne",332,"reg02"
"676","L'Ajoupa-Bouillon",74,"reg02"
"677","Le François",894,"reg02"
"678","Le Lamentin",101,"reg02"
"679","Le Marin",70,"reg02"
"680","Le Morne-Rouge",10,"reg02"
"681","Rivière-Salée",5,"reg02"
"682","",15,"reg03"
"683","0,51",1,"reg03"
"684","01/1900",4,"reg03"
"685","1",6,"reg03"
"686","122 LOGEMENTS LES FRANGIPANES;1;03;GUYANE;973;;249730045;CA du Centre Littoral;2972;336350;553950;QP973018;0101;CSZ;CSZ;CSZ;1;1;11;;1;1;;;;1;1;0;5,010361;-52,476203;Rue Carmen Nemouthe 97355 Macouria;street;97305_0656;0,56
1;97305;97355;Macouria;;;RUE;NEMOUTHE;;;;;;VILLA N°29RUE NEMOUTHELES FRANGIPANES;A1;MAISON DE VILLE D;122 LOGEMENTS LES FRANGIPANES",1,"reg03"
"687","122 LOGEMENTS LES FRANGIPANES;1;03;GUYANE;973;;249730045;CA du Centre Littoral;2972;337650;553250;QP973018;0101;CSZ;CSZ;CSZ;1;2;12;;1;1;;;;1;1;0;5,010577;-52,477337;Rue Sidonie Poitevin 97355 Macouria;street;97305_0657;0,67
1;97305;97355;Macouria;;;RUE;SIDONIE POIDEVIN;;;;;;VILLA N°17RUE SIDONIE POIDEVINLES FRANGIPANES;A1;MAISON DE VILLE A;122 LOGEMENTS LES FRANGIPANES",1,"reg03"
"688","122 LOGEMENTS LES FRANGIPANES;1;03;GUYANE;973;;249730045;CA du Centre Littoral;2972;337670,5;553285,27;QP973018;0101;CSZ;CSZ;CSZ;1;1;11;;1;1;;;;1;1;0;5,010484;-52,476956;Rue Acacias 97355 Macouria;street;97305_0192;0,59
1;97305;97355;Macouria;;;RUE;ACACIA;;;;;;VILLA N°6RUE ACACIALES FRANGIPANES;A2;MAISON DE VILLE C;122 LOGEMENTS LES FRANGIPANES",1,"reg03"
"689","2009",3,"reg03"
"690","2933DDE2D3B",3,"reg03"
"691","65",1,"reg03"
"692","76",2,"reg03"
"693","Apatou",63,"reg03"
"694","Awala-Yalimapo",5,"reg03"
"695","Cayenne",5968,"reg03"
"696","Grand-Santi",43,"reg03"
"697","I",3,"reg03"
"698","Iracoubo",40,"reg03"
"699","Kourou",1332,"reg03"
"700","locality",1,"reg03"
"701","Macouria",558,"reg03"
"702","Maripasoula",31,"reg03"
"703","Matoury",40,"reg03"
"704","Montsinéry-Tonnegrande",166,"reg03"
"705","Papaichton",22,"reg03"
"706","Régina",69,"reg03"
"707","Remire-Montjoly",166,"reg03"
"708","Sinnamary",54,"reg03"
"709","street",5,"reg03"
"710","Bras-Panon",1552,"reg04"
"711","Cilaos",62,"reg04"
"712","Entre-Deux",216,"reg04"
"713","L'Étang-Salé",811,"reg04"
"714","La Plaine-des-Palmistes",365,"reg04"
"715","La Possession",3707,"reg04"
"716","Le Port",7116,"reg04"
"717","Le Tampon",4125,"reg04"
"718","Les Avirons",564,"reg04"
"719","Les Trois-Bassins",177,"reg04"
"720","Petite-Île",199,"reg04"
"721","Saint-André",4893,"reg04"
"722","Saint-Benoît",4637,"reg04"
"723","Saint-Denis",22473,"reg04"
"724","Saint-Joseph",1813,"reg04"
"725","Saint-Leu",1424,"reg04"
"726","Saint-Louis",3656,"reg04"
"727","Saint-Paul",5756,"reg04"
"728","Saint-Philippe",148,"reg04"
"729","Saint-Pierre",6752,"reg04"
"730","Sainte-Marie",2973,"reg04"
"731","Sainte-Rose",312,"reg04"
"732","Sainte-Suzanne",1827,"reg04"
"733","Salazie",70,"reg04"
"734","Dzaoudzi",23,"reg06"
"735","Koungou",18,"reg06"
"736","Mamoudzou",207,"reg06"
"737","Pamandzi",27,"reg06"
"738","1,096303",1,"reg24"
"739","Adon",4,"reg24"
"740","Aillant-sur-Milleron",10,"reg24"
"741","Ainay-le-Vieil",8,"reg24"
"742","Allogny",24,"reg24"
"743","Allonnes",5,"reg24"
"744","Allouis",9,"reg24"
"745","Alluyes",21,"reg24"
"746","Amilly",1101,"reg24"
"747","Anet",132,"reg24"
"748","Angé",19,"reg24"
"749","Annoix",2,"reg24"
"750","Arçay",2,"reg24"
"751","Arcomps",4,"reg24"
"752","Ardelles",1,"reg24"
"753","Ardon",4,"reg24"
"754","Areines",12,"reg24"
"755","Argent-sur-Sauldre",143,"reg24"
"756","Argenvières",4,"reg24"
"757","Artenay",183,"reg24"
"758","Aschères-le-Marché",14,"reg24"
"759","Ascoux",20,"reg24"
"760","Aubigny-sur-Nère",492,"reg24"
"761","Aubinges",5,"reg24"
"762","Aunay-sous-Auneau",11,"reg24"
"763","Aunay-sous-Crécy",10,"reg24"
"764","Auneau-Bleury-Saint-Symphorien",489,"reg24"
"765","Autainville",5,"reg24"
"766","Authon",19,"reg24"
"767","Authon-du-Perche",53,"reg24"
"768","Autry-le-Châtel",30,"reg24"
"769","Auvilliers-en-Gâtinais",12,"reg24"
"770","Auxy",17,"reg24"
"771","Avaray",12,"reg24"
"772","Avord",516,"reg24"
"773","Azé",44,"reg24"
"774","Baccon",5,"reg24"
"775","Bailleau-l'Évêque",1,"reg24"
"776","Bailleau-le-Pin",50,"reg24"
"777","Barjouville",147,"reg24"
"778","Barlieu",8,"reg24"
"779","Barville-en-Gâtinais",4,"reg24"
"780","Batilly-en-Gâtinais",4,"reg24"
"781","Batilly-en-Puisaye",4,"reg24"
"782","Baudreville",5,"reg24"
"783","Baugy",58,"reg24"
"784","Baule",38,"reg24"
"785","Bauzy",6,"reg24"
"786","Bazoches-les-Gallerandes",67,"reg24"
"787","Beauce la Romaine",85,"reg24"
"788","Beauchamps-sur-Huillard",7,"reg24"
"789","Beaugency",660,"reg24"
"790","Beaulieu-sur-Loire",83,"reg24"
"791","Beaumont-les-Autels",16,"reg24"
"792","Beaune-la-Rolande",133,"reg24"
"793","Beffes",51,"reg24"
"794","Belhomert-Guéhouville",41,"reg24"
"795","Bellegarde",199,"reg24"
"796","Belleville-sur-Loire",142,"reg24"
"797","Bengy-sur-Craon",19,"reg24"
"798","Berchères-Saint-Germain",8,"reg24"
"799","Berry-Bouy",33,"reg24"
"800","Bessais-le-Fromental",2,"reg24"
"801","Béville-le-Comte",74,"reg24"
"802","Billy",5,"reg24"
"803","Blancafort",57,"reg24"
"804","Blandainville",1,"reg24"
"805","Blet",6,"reg24"
"806","Blois",8502,"reg24"
"807","Boigny-sur-Bionne",110,"reg24"
"808","Boiscommun",47,"reg24"
"809","Boncé",1,"reg24"
"810","Bonnée",7,"reg24"
"811","Bonneval",322,"reg24"
"812","Bonneveau",10,"reg24"
"813","Bonny-sur-Loire",119,"reg24"
"814","Bou",6,"reg24"
"815","Boulay-les-Barres",8,"reg24"
"816","Bourges",9911,"reg24"
"817","Bouzais",5,"reg24"
"818","Bouzonville-aux-Bois",2,"reg24"
"819","Bouzy-la-Forêt",19,"reg24"
"820","Boynes",41,"reg24"
"821","Bracieux",82,"reg24"
"822","Bray-Saint-Aignan",20,"reg24"
"823","Brécy",11,"reg24"
"824","Brezolles",145,"reg24"
"825","Briare",659,"reg24"
"826","Briarres-sur-Essonne",1,"reg24"
"827","Brinay",6,"reg24"
"828","Brinon-sur-Sauldre",31,"reg24"
"829","Brou",286,"reg24"
"830","Bruère-Allichamps",26,"reg24"
"831","Brunelles",4,"reg24"
"832","Bû",24,"reg24"
"833","Busloup",10,"reg24"
"834","Candé-sur-Beuvron",11,"reg24"
"835","Cellettes",63,"reg24"
"836","Cepoy",49,"reg24"
"837","Cerbois",18,"reg24"
"838","Cercottes",36,"reg24"
"839","Cerdon",21,"reg24"
"840","Cernoy-en-Berry",12,"reg24"
"841","Chailles",33,"reg24"
"842","Chailly-en-Gâtinais",29,"reg24"
"843","Chaingy",92,"reg24"
"844","Châlette-sur-Loing",2118,"reg24"
"845","Chambon-la-Forêt",16,"reg24"
"846","Chambord",14,"reg24"
"847","Champhol",145,"reg24"
"848","Champigny-en-Beauce",13,"reg24"
"849","Champrond-en-Gâtine",9,"reg24"
"850","Chanteau",58,"reg24"
"851","Chantecoq",15,"reg24"
"852","Chaon",8,"reg24"
"853","Chapelle-Royale",6,"reg24"
"854","Charenton-du-Cher",61,"reg24"
"855","Charentonnay",13,"reg24"
"856","Chârost",41,"reg24"
"857","Charsonville",14,"reg24"
"858","Chartres",6213,"reg24"
"859","Chassant",17,"reg24"
"860","Château-Renard",194,"reg24"
"861","Châteaudun",1835,"reg24"
"862","Châteaumeillant",62,"reg24"
"863","Châteauneuf-en-Thymerais",258,"reg24"
"864","Châteauneuf-sur-Cher",60,"reg24"
"865","Châteauneuf-sur-Loire",491,"reg24"
"866","Châteauvieux",10,"reg24"
"867","Châtenay",2,"reg24"
"868","Châtillon-Coligny",148,"reg24"
"869","Châtillon-sur-Cher",23,"reg24"
"870","Châtillon-sur-Loire",200,"reg24"
"871","Châtres-sur-Cher",49,"reg24"
"872","Chaudon",6,"reg24"
"873","Chaumont-sur-Loire",29,"reg24"
"874","Chaumont-sur-Tharonne",36,"reg24"
"875","Chécy",290,"reg24"
"876","Chémery",16,"reg24"
"877","Cherisy",49,"reg24"
"878","Cheverny",2,"reg24"
"879","Chevillon-sur-Huillard",1,"reg24"
"880","Chevilly",186,"reg24"
"881","Chezal-Benoît",32,"reg24"
"882","Chilleurs-aux-Bois",115,"reg24"
"883","Chitenay",2,"reg24"
"884","Chuelles",32,"reg24"
"885","Chuisnes",9,"reg24"
"886","Civray",1,"reg24"
"887","Clémont",25,"reg24"
"888","Cléry-Saint-André",32,"reg24"
"889","Clévilliers",21,"reg24"
"890","Cloyes-les-Trois-Rivières",186,"reg24"
"891","Coltainville",1,"reg24"
"892","Combleux",2,"reg24"
"893","Combres",10,"reg24"
"894","Commune nouvelle d'Arrou",135,"reg24"
"895","Concressault",5,"reg24"
"896","Contres",163,"reg24"
"897","Corbeilles",149,"reg24"
"898","Cormenon",55,"reg24"
"899","Cornusse",12,"reg24"
"900","Corquilleroy",34,"reg24"
"901","Coteaux-sur-Loire",65,"reg24"
"902","Coudray-au-Perche",5,"reg24"
"903","Coudreceau",11,"reg24"
"904","Coudroy",8,"reg24"
"905","Couëtron-au-Perche",9,"reg24"
"906","Couffy",6,"reg24"
"907","Coullons",161,"reg24"
"908","Coulmiers",2,"reg24"
"909","Coulombs",1,"reg24"
"910","Coulommiers-la-Tour",14,"reg24"
"911","Cour-Cheverny",40,"reg24"
"912","Courbouzon",8,"reg24"
"913","Courcelles",3,"reg24"
"914","Courmemin",35,"reg24"
"915","Cours-les-Barres",26,"reg24"
"916","Courtenay",251,"reg24"
"917","Courville-sur-Eure",287,"reg24"
"918","Coust",14,"reg24"
"919","Crosses",6,"reg24"
"920","Crouy-sur-Cosson",34,"reg24"
"921","Crucheray",4,"reg24"
"922","Cuffy",26,"reg24"
"923","Culan",52,"reg24"
"924","Dadonville",46,"reg24"
"925","Dammarie",23,"reg24"
"926","Dammarie-en-Puisaye",3,"reg24"
"927","Dammarie-sur-Loing",15,"reg24"
"928","Dampierre-en-Burly",68,"reg24"
"929","Dampierre-en-Crot",4,"reg24"
"930","Dampierre-en-Graçay",4,"reg24"
"931","Dampierre-sous-Brou",1,"reg24"
"932","Dangeau",13,"reg24"
"933","Dangers",17,"reg24"
"934","Danzé",32,"reg24"
"935","Darvoy",8,"reg24"
"936","Denonville",8,"reg24"
"937","Descartes",236,"reg24"
"938","Dhuizon",30,"reg24"
"939","Digny",13,"reg24"
"940","Donnemain-Saint-Mamès",3,"reg24"
"941","Donnery",72,"reg24"
"942","Dordives",64,"reg24"
"943","Douchy-Montcorbon",79,"reg24"
"944","Dreux",4652,"reg24"
"945","Drevant",20,"reg24"
"946","Droué",98,"reg24"
"947","Droue-sur-Drouette",18,"reg24"
"948","Dry",10,"reg24"
"949","Dun-sur-Auron",79,"reg24"
"950","Échilleuses",1,"reg24"
"951","Ennordres",4,"reg24"
"952","Épernon",739,"reg24"
"953","Épieds-en-Beauce",54,"reg24"
"954","Épineuil-le-Fleuriel",14,"reg24"
"955","Épuisay",24,"reg24"
"956","Ervauville",7,"reg24"
"957","Estouy",10,"reg24"
"958","Étréchy",4,"reg24"
"959","Farges-Allichamps",5,"reg24"
"960","Farges-en-Septaine",8,"reg24"
"961","Faverelles",12,"reg24"
"962","Faverolles-sur-Cher",42,"reg24"
"963","Favières",5,"reg24"
"964","Fay-aux-Loges",150,"reg24"
"965","Feings",6,"reg24"
"966","Ferrières-en-Gâtinais",113,"reg24"
"967","Feux",3,"reg24"
"968","Fleury-les-Aubrais",2547,"reg24"
"969","Foëcy",83,"reg24"
"970","Fontaine-Simon",14,"reg24"
"971","Fontaines-en-Sologne",4,"reg24"
"972","Fontenay-sur-Eure",40,"reg24"
"973","Fontenay-sur-Loing",19,"reg24"
"974","Fossé",73,"reg24"
"975","Fougères-sur-Bièvre",25,"reg24"
"976","Frazé",20,"reg24"
"977","Fresnay-l'Évêque",5,"reg24"
"978","Fresnay-le-Comte",1,"reg24"
"979","Fresnes",4,"reg24"
"980","Fréteval",12,"reg24"
"981","Frétigny",15,"reg24"
"982","Fréville-du-Gâtinais",2,"reg24"
"983","Friaize",1,"reg24"
"984","Fussy",41,"reg24"
"985","Gallardon",212,"reg24"
"986","Garigny",5,"reg24"
"987","Gasville-Oisème",16,"reg24"
"988","Gellainville",19,"reg24"
"989","Gidy",21,"reg24"
"990","Gien",1854,"reg24"
"991","Gièvres",54,"reg24"
"992","Girolles",4,"reg24"
"993","Givraines",9,"reg24"
"994","Gizeux",15,"reg24"
"995","Graçay",103,"reg24"
"996","Gron",2,"reg24"
"997","Grossouvre",6,"reg24"
"998","Guigneville",11,"reg24"
"999","Guillonville",6,"reg24"
"1000","Guilly",16,"reg24"
"1001","Gy-en-Sologne",3,"reg24"
"1002","Gy-les-Nonains",4,"reg24"
"1003","Hanches",20,"reg24"
"1004","Happonvilliers",3,"reg24"
"1005","Henrichemont",129,"reg24"
"1006","Herbault",73,"reg24"
"1007","Herry",15,"reg24"
"1008","Hommes",27,"reg24"
"1009","Houssay",1,"reg24"
"1010","Huismes",44,"reg24"
"1011","Huisseau-sur-Cosson",42,"reg24"
"1012","Huisseau-sur-Mauves",17,"reg24"
"1013","Illiers-Combray",43,"reg24"
"1014","Ineuil",6,"reg24"
"1015","Ingrannes",6,"reg24"
"1016","Ingré",451,"reg24"
"1017","Isdes",6,"reg24"
"1018","Ivoy-le-Pré",43,"reg24"
"1019","Janville",164,"reg24"
"1020","Jargeau",305,"reg24"
"1021","Jaulnay",1,"reg24"
"1022","Joué-lès-Tours",4540,"reg24"
"1023","Jouy",87,"reg24"
"1024","Jouy-le-Potier",26,"reg24"
"1025","Jussy-Champagne",8,"reg24"
"1026","L'Île-Bouchard",141,"reg24"
"1027","La Bazoche-Gouet",48,"reg24"
"1028","La Bussière",54,"reg24"
"1029","La Chapelle-d'Angillon",55,"reg24"
"1030","La Chapelle-du-Noyer",22,"reg24"
"1031","La Chapelle-Montmartin",13,"reg24"
"1032","La Chapelle-Saint-Martin-en-Plaine",4,"reg24"
"1033","La Chapelle-Saint-Mesmin",613,"reg24"
"1034","La Chapelle-Saint-Ursin",156,"reg24"
"1035","La Chapelle-sur-Aveyron",5,"reg24"
"1036","La Chapelle-Vendômoise",18,"reg24"
"1037","La Chaussée-d'Ivry",6,"reg24"
"1038","La Chaussée-Saint-Victor",285,"reg24"
"1039","La Cour-Marigny",16,"reg24"
"1040","La Ferté-Beauharnais",27,"reg24"
"1041","La Ferté-Imbault",23,"reg24"
"1042","La Ferté-Saint-Aubin",495,"reg24"
"1043","La Ferté-Saint-Cyr",29,"reg24"
"1044","La Ferté-Vidame",73,"reg24"
"1045","La Guerche-sur-l'Aubois",199,"reg24"
"1046","La Loupe",406,"reg24"
"1047","La Membrolle-sur-Choisille",146,"reg24"
"1048","La Perche",6,"reg24"
"1049","La Riche",1502,"reg24"
"1050","La Roche-Clermault",10,"reg24"
"1051","La Selle-en-Hermoy",13,"reg24"
"1052","La Selle-sur-le-Bied",17,"reg24"
"1053","La Tour-Saint-Gelin",3,"reg24"
"1054","La Ville-aux-Clercs",123,"reg24"
"1055","La Ville-aux-Dames",346,"reg24"
"1056","Ladon",99,"reg24"
"1057","Lailly-en-Val",25,"reg24"
"1058","Lamblore",30,"reg24"
"1059","Lamotte-Beuvron",517,"reg24"
"1060","Landelles",19,"reg24"
"1061","Landes-le-Gaulois",2,"reg24"
"1062","Langeais",487,"reg24"
"1063","Langon-sur-Cher",47,"reg24"
"1064","Lanneray",8,"reg24"
"1065","Laons",17,"reg24"
"1066","Larçay",102,"reg24"
"1067","Lazenay",5,"reg24"
"1068","Le Bardon",4,"reg24"
"1069","Le Bignon-Mirabeau",1,"reg24"
"1070","Le Boullay-Thierry",1,"reg24"
"1071","Le Châtelet",60,"reg24"
"1072","Le Chautay",13,"reg24"
"1073","Le Coudray",369,"reg24"
"1074","Le Grand-Pressigny",57,"reg24"
"1075","Le Gué-de-Longroi",17,"reg24"
"1076","Le Liège",22,"reg24"
"1077","Le Malesherbois",575,"reg24"
"1078","Lémeré",12,"reg24"
"1079","Léré",64,"reg24"
"1080","Lerné",24,"reg24"
"1081","Les Aix-d'Angillon",82,"reg24"
"1082","Les Bordes",34,"reg24"
"1083","Les Choux",10,"reg24"
"1084","Les Hermites",14,"reg24"
"1085","Les Montils",41,"reg24"
"1086","Levainville",1,"reg24"
"1087","Lèves",388,"reg24"
"1088","Levet",38,"reg24"
"1089","Lignières",31,"reg24"
"1090","Lignières-de-Touraine",22,"reg24"
"1091","Ligny-le-Ribault",31,"reg24"
"1092","Ligré",13,"reg24"
"1093","Ligueil",119,"reg24"
"1094","Limeray",12,"reg24"
"1095","Lion-en-Sullias",9,"reg24"
"1096","Loché-sur-Indrois",21,"reg24"
"1097","Loches",832,"reg24"
"1098","Logron",4,"reg24"
"1099","Lorcy",13,"reg24"
"1100","Loreux",8,"reg24"
"1101","Lorris",122,"reg24"
"1102","Louans",1,"reg24"
"1103","Loury",80,"reg24"
"1104","Lucé",4293,"reg24"
"1105","Luigny",5,"reg24"
"1106","Luisant",614,"reg24"
"1107","Lunay",33,"reg24"
"1108","Lunery",36,"reg24"
"1109","Luplanté",2,"reg24"
"1110","Luray",25,"reg24"
"1111","Lury-sur-Arnon",12,"reg24"
"1112","Lussault-sur-Loire",5,"reg24"
"1113","Luynes",348,"reg24"
"1114","Luzé",9,"reg24"
"1115","Maillé",46,"reg24"
"1116","Maillebois",22,"reg24"
"1117","Maintenon",326,"reg24"
"1118","Mainvilliers",710,"reg24"
"1119","Manthelan",52,"reg24"
"1120","Maray",12,"reg24"
"1121","Marçais",4,"reg24"
"1122","Marcé-sur-Esves",7,"reg24"
"1123","Marchenoir",13,"reg24"
"1124","Marcilly-en-Beauce",10,"reg24"
"1125","Marcilly-en-Gault",14,"reg24"
"1126","Marcilly-en-Villette",80,"reg24"
"1127","Marcilly-sur-Maulne",12,"reg24"
"1128","Marcilly-sur-Vienne",4,"reg24"
"1129","Mardié",50,"reg24"
"1130","Mareau-aux-Prés",24,"reg24"
"1131","Mareuil-sur-Arnon",22,"reg24"
"1132","Mareuil-sur-Cher",13,"reg24"
"1133","Marigny-les-Usages",49,"reg24"
"1134","Marigny-Marmande",24,"reg24"
"1135","Marmagne",29,"reg24"
"1136","Marolles",14,"reg24"
"1137","Marray",7,"reg24"
"1138","Marseilles-lès-Aubigny",37,"reg24"
"1139","Maslives",12,"reg24"
"1140","Massay",39,"reg24"
"1141","Mazangé",23,"reg24"
"1142","Mazières-de-Touraine",54,"reg24"
"1143","Mehun-sur-Yèvre",418,"reg24"
"1144","Meillant",19,"reg24"
"1145","Melleroy",9,"reg24"
"1146","Menars",4,"reg24"
"1147","Ménestreau-en-Villette",45,"reg24"
"1148","Menetou-Salon",14,"reg24"
"1149","Ménétréol-sous-Sancerre",3,"reg24"
"1150","Ménétréol-sur-Sauldre",6,"reg24"
"1151","Mennetou-sur-Cher",15,"reg24"
"1152","Mer",562,"reg24"
"1153","Méreau",1,"reg24"
"1154","Méry-ès-Bois",5,"reg24"
"1155","Messas",13,"reg24"
"1156","Mettray",129,"reg24"
"1157","Meung-sur-Loire",399,"reg24"
"1158","Meusnes",16,"reg24"
"1159","Mézières-lez-Cléry",6,"reg24"
"1160","Millançay",10,"reg24"
"1161","Mondoubleau",142,"reg24"
"1162","Monnaie",191,"reg24"
"1163","Mont-près-Chambord",112,"reg24"
"1164","Montargis",3295,"reg24"
"1165","Montbarrois",2,"reg24"
